K,分组,资源配置向量,资源缺口向量,资源冗余向量,工作量CV向量,最大CV,地理SSE（m²）,缺口Pareto,最终选中,地理baseline
3,S001;S002;S004;S005;S006;S009;S010;S011;S012;S013;S014 | S003;S007;S015 | S008,"[5, 4, 4, 6, 7, 5, 4, 4]","[1, 2, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.8824723552774291, 0.7386567116677609, 0.49056462541490237, 0.6956688522025495]",0.8824723552774291,157463941.85854533,False,False,False
3,S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S008,"[5, 4, 4, 6, 7, 5, 4, 4]","[1, 2, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.8233986848072695, 0.6995324005828387, 0.49056462541490237, 0.6725642654312916]",0.8233986848072695,156510290.6041792,False,False,False
3,S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S015 | S008;S011,"[5, 5, 4, 6, 8, 5, 4, 4]","[1, 3, 2, 0, 4, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.8064193925972484, 0.6691558130209868, 0.49056462541490237, 0.6608358273036714]",0.8064193925972484,160089309.23260126,False,False,False
3,S001;S002;S004;S005;S006;S009;S011;S012;S013 | S003;S007;S010;S014;S015 | S008,"[5, 4, 4, 6, 5, 5, 3, 4]","[1, 2, 2, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7682881663679262, 0.6408317522415448, 0.49755452792127053, 0.607299178653513]",0.7682881663679262,237180221.76230708,False,False,False
3,S001;S002;S004;S005;S006;S009;S012;S013 | S003;S007;S010;S011;S014;S015 | S008,"[5, 4, 4, 6, 6, 5, 3, 4]","[1, 2, 2, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7180538943177179, 0.6183971229961361, 0.49755452792127053, 0.5897257430866667]",0.7180538943177179,227741726.6026252,False,False,False
3,S001;S002;S004;S005;S006;S009;S012;S013 | S003;S007;S010;S014;S015 | S008;S011,"[5, 5, 4, 6, 6, 5, 3, 4]","[1, 3, 2, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6891116467120645, 0.5716904859508352, 0.49755452792127053, 0.5717074788249069]",0.6891116467120645,241727011.56230122,False,False,False
3,S001;S002;S004;S005;S006;S009;S011;S012;S013 | S003;S007;S015 | S008;S010;S014,"[5, 6, 4, 6, 7, 5, 3, 4]","[1, 4, 2, 0, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7313825208535804, 0.540074964389616, 0.31022917920375265, 0.5509534433623853]",0.7313825208535804,180480316.3745758,False,False,False
3,S001;S002;S004;S005;S006;S009;S012;S013 | S003;S007;S011;S015 | S008;S010;S014,"[5, 6, 4, 6, 7, 5, 3, 4]","[1, 4, 2, 0, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6687314141333477, 0.4994213867783294, 0.31022917920375265, 0.5265221231733515]",0.6687314141333477,181448087.54614788,False,False,False
3,S001;S002;S004;S005;S006;S009;S012;S013 | S003;S007;S015 | S008;S010;S011;S014,"[5, 6, 4, 6, 8, 5, 3, 4]","[1, 4, 2, 0, 4, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.657709603843947, 0.47101439133423884, 0.31022917920375265, 0.516599608915603]",0.657709603843947,181803173.71041077,False,False,False
3,S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S006;S007;S015 | S011,"[5, 5, 3, 6, 8, 5, 3, 4]","[1, 3, 1, 0, 4, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.8134590746558124, 0.7471033931886799, 0.7382601231612673, 0.8211236689364698]",0.8211236689364698,142164540.74371117,False,False,False
3,S001;S002;S004;S005;S008;S009;S012;S013 | S003;S006;S007;S010;S014;S015 | S011,"[5, 5, 3, 6, 6, 5, 3, 4]","[1, 3, 1, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7241506399243017, 0.6695676509562608, 0.7072018607730274, 0.7469557295112643]",0.7469557295112643,209263334.35831314,False,False,False
3,S001;S002;S004;S005;S008;S009;S011;S012;S013 | S003;S006;S007;S015 | S010;S014,"[5, 6, 3, 6, 7, 5, 4, 4]","[1, 4, 1, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7336420980256577, 0.6168399605765259, 0.544991479877948, 0.7085789359985171]",0.7336420980256577,100871141.65176283,False,False,False
3,S001;S002;S004;S005;S008;S009;S012;S013 | S003;S006;S007;S011;S015 | S010;S014,"[5, 6, 3, 6, 7, 5, 4, 4]","[1, 4, 1, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6852517563472066, 0.5849015342020079, 0.544991479877948, 0.6886328195162374]",0.6886328195162374,94907810.13334501,False,False,True
3,S001;S002;S004;S005;S008;S009;S012;S013 | S003;S006;S007;S015 | S010;S011;S014,"[5, 6, 3, 6, 8, 5, 4, 4]","[1, 4, 1, 0, 4, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.654063579460199, 0.5468753555195746, 0.544991479877948, 0.673139763211434]",0.673139763211434,114255228.14078836,False,False,False
3,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S008;S015 | S011,"[5, 5, 3, 6, 8, 5, 4, 4]","[1, 3, 1, 0, 4, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7319676859561159, 0.6915488213035939, 0.7086031845828167, 0.7209986560945546]",0.7319676859561159,135466656.76758814,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S006;S007;S008;S010;S014;S015 | S011,"[5, 5, 3, 6, 6, 5, 3, 4]","[1, 3, 1, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6674184073709385, 0.6480968586265499, 0.7488829840924127, 0.6838402864967849]",0.7488829840924127,218038498.24986196,False,False,False
3,S001;S002;S004;S005;S009;S011;S012;S013 | S003;S006;S007;S008;S015 | S010;S014,"[5, 6, 3, 6, 7, 5, 4, 4]","[1, 4, 1, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6511833794348795, 0.5633499918168006, 0.5530882126805162, 0.6099581287987099]",0.6511833794348795,106824033.02224533,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S006;S007;S008;S011;S015 | S010;S014,"[5, 6, 3, 6, 7, 5, 4, 4]","[1, 4, 1, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6155283196239104, 0.544998274752123, 0.5530882126805162, 0.5996165506028117]",0.6155283196239104,98526079.34379958,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S006;S007;S008;S015 | S010;S011;S014,"[5, 6, 3, 6, 8, 5, 4, 4]","[1, 4, 1, 0, 4, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5704000965512808, 0.49493954178070554, 0.5530882126805162, 0.575119091850312]",0.575119091850312,119129798.50295524,False,False,False
3,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014 | S003;S006;S007;S015 | S008,"[5, 4, 4, 6, 7, 6, 4, 4]","[1, 2, 2, 0, 3, 2, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7495888509938985, 0.6881343019595628, 0.49056462541490237, 0.6417071525934153]",0.7495888509938985,124582237.87658414,False,False,False
3,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S011;S015 | S008,"[5, 4, 4, 6, 7, 6, 4, 4]","[1, 2, 2, 0, 3, 2, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7013681982406071, 0.6558650713911335, 0.49056462541490237, 0.6215390813805719]",0.7013681982406071,116713118.08017203,False,False,False
3,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S015 | S008;S011,"[5, 5, 4, 6, 8, 6, 4, 4]","[1, 3, 2, 0, 4, 2, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6699561241530018, 0.6181696759170611, 0.49056462541490237, 0.6063039821777786]",0.6699561241530018,122320983.96874312,False,False,False
3,S001;S002;S004;S005;S009;S011;S012;S013 | S003;S006;S007;S010;S014;S015 | S008,"[5, 4, 4, 6, 5, 6, 3, 4]","[1, 2, 2, 0, 1, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6595488075930386, 0.6127752176775092, 0.49755452792127053, 0.5676692595303159]",0.6595488075930386,202426018.55979735,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S006;S007;S010;S011;S014;S015 | S008,"[5, 4, 4, 6, 6, 6, 3, 4]","[1, 2, 2, 0, 2, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6254160901485695, 0.6001178775980688, 0.49755452792127053, 0.5543895459558409]",0.6254160901485695,187339613.14697278,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S006;S007;S010;S014;S015 | S008;S011,"[5, 5, 4, 6, 6, 6, 3, 4]","[1, 3, 2, 0, 2, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5788054668697933, 0.5459920427327979, 0.49755452792127053, 0.5323092593207123]",0.5788054668697933,200992231.92163503,False,False,False
3,S001;S002;S004;S005;S009;S011;S012;S013 | S003;S006;S007;S015 | S008;S010;S014,"[5, 6, 4, 6, 7, 6, 3, 4]","[1, 4, 2, 0, 3, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5906372382190885, 0.4879063162540456, 0.31022917920375265, 0.4941499808220879]",0.5906372382190885,147792746.4366538,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S006;S007;S011;S015 | S008;S010;S014,"[5, 6, 4, 6, 7, 6, 3, 4]","[1, 4, 2, 0, 3, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.540314378177368, 0.45682782360086127, 0.31022917920375265, 0.47328138962789484]",0.540314378177368,140751093.90992033,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S006;S007;S015 | S008;S010;S011;S014,"[5, 6, 4, 6, 8, 6, 3, 4]","[1, 4, 2, 0, 4, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5117781376507143, 0.4179417775315031, 0.31022917920375265, 0.4588869938417552]",0.5117781376507143,143135027.3343323,False,False,False
3,S001;S002;S004;S005;S008;S009;S010;S011;S012;S013;S014 | S003;S007;S015 | S006,"[5, 4, 4, 6, 7, 5, 3, 4]","[1, 2, 2, 0, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.8397737541087841, 0.7752029131915221, 0.7382601231612673, 0.8230062371325597]",0.8397737541087841,145375382.69771978,False,False,False
3,S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S006,"[5, 4, 4, 6, 7, 5, 3, 4]","[1, 2, 2, 0, 3, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7798094893744657, 0.7362742325034667, 0.7382601231612673, 0.8006961953910076]",0.8006961953910076,141544638.40534845,False,False,False
3,S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S007;S015 | S006;S011,"[5, 5, 4, 6, 8, 5, 3, 4]","[1, 3, 2, 0, 4, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7642542951453364, 0.7056571512694706, 0.7382601231612673, 0.7879487854999513]",0.7879487854999513,136782471.4241572,False,False,False
3,S001;S002;S004;S005;S008;S009;S011;S012;S013 | S003;S007;S010;S014;S015 | S006,"[5, 4, 4, 6, 5, 5, 3, 4]","[1, 2, 2, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7239054478812618, 0.6772233580121707, 0.7072018607730274, 0.7368501538742197]",0.7368501538742197,214644549.54280692,False,False,False
3,S001;S002;S004;S005;S008;S009;S012;S013 | S003;S007;S010;S011;S014;S015 | S006,"[5, 4, 4, 6, 6, 5, 3, 4]","[1, 2, 2, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6730740905361584, 0.6540714721961182, 0.7072018607730274, 0.719235636404767]",0.719235636404767,200303798.95328414,False,False,False
3,S001;S002;S004;S005;S008;S009;S012;S013 | S003;S007;S010;S014;S015 | S006;S011,"[5, 5, 4, 6, 6, 5, 3, 4]","[1, 3, 2, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6449473956498358, 0.6079908287072986, 0.7072018607730274, 0.7012563594749065]",0.7072018607730274,205947898.30334687,False,False,False
3,S001;S002;S004;S005;S008;S009;S011;S012;S013 | S003;S007;S015 | S006;S010;S014,"[5, 6, 4, 6, 7, 5, 4, 4]","[1, 4, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6899294698238585, 0.57644378055824, 0.544991479877948, 0.677079977595739]",0.6899294698238585,134662344.41960216,False,False,False
3,S001;S002;S004;S005;S008;S009;S012;S013 | S003;S007;S011;S015 | S006;S010;S014,"[5, 6, 4, 6, 7, 5, 4, 4]","[1, 4, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.626050262427176, 0.5361497305883943, 0.544991479877948, 0.6538354053149542]",0.6538354053149542,130727860.16133338,False,False,False
3,S001;S002;S004;S005;S008;S009;S012;S013 | S003;S007;S015 | S006;S010;S011;S014,"[5, 6, 4, 6, 8, 5, 4, 4]","[1, 4, 2, 0, 4, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6172309901001141, 0.5072649366326913, 0.544991479877948, 0.6422911635141568]",0.6422911635141568,132732928.45465797,False,False,False
3,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014 | S003;S007;S008;S015 | S006,"[5, 4, 4, 6, 7, 5, 4, 4]","[1, 2, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.734715983105998, 0.7071847278175525, 0.7086031845828167, 0.7047431820931915]",0.734715983105998,134114905.1702908,False,False,False
3,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S008;S011;S015 | S006,"[5, 4, 4, 6, 7, 5, 4, 4]","[1, 2, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6827785398540872, 0.6777256572842146, 0.7086031845828167, 0.689781212382937]",0.7086031845828167,127675726.15898266,False,False,False
3,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S008;S015 | S006;S011,"[5, 5, 4, 6, 8, 5, 4, 4]","[1, 3, 2, 0, 4, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6560642376339596, 0.6372939015893702, 0.7086031845828167, 0.6692286556672087]",0.7086031845828167,123512465.65283647,False,False,False
3,S001;S002;S004;S005;S009;S011;S012;S013 | S003;S007;S008;S010;S014;S015 | S006,"[5, 4, 4, 6, 5, 5, 3, 4]","[1, 2, 2, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6368821470761655, 0.6398707417105509, 0.7488829840924127, 0.6529713077892765]",0.7488829840924127,220422279.95667186,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S008;S010;S011;S014;S015 | S006,"[5, 4, 4, 6, 6, 5, 3, 4]","[1, 2, 2, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5984183989222047, 0.629804905233133, 0.7488829840924127, 0.6450452057811493]",0.7488829840924127,205148175.94704044,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S008;S010;S014;S015 | S006;S011,"[5, 5, 4, 6, 6, 5, 3, 4]","[1, 3, 2, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5561339348217864, 0.5740006589539873, 0.7488829840924127, 0.6187599533608532]",0.7488829840924127,210647307.70889622,False,False,False
3,S001;S002;S004;S005;S009;S011;S012;S013 | S003;S007;S008;S015 | S006;S010;S014,"[5, 6, 4, 6, 7, 5, 4, 4]","[1, 4, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5780020485242634, 0.507222158618019, 0.5530882126805162, 0.5566065297862627]",0.5780020485242634,134043113.99488696,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S008;S011;S015 | S006;S010;S014,"[5, 6, 4, 6, 7, 5, 4, 4]","[1, 4, 2, 0, 3, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5229901556217976, 0.48008859402598075, 0.5530882126805162, 0.5424336894756151]",0.5530882126805162,128431402.25325751,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S008;S015 | S006;S010;S011;S014,"[5, 6, 4, 6, 8, 5, 4, 4]","[1, 4, 2, 0, 4, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5008051801044618, 0.43740761448940174, 0.5530882126805162, 0.5211444044749765]",0.5530882126805162,131035377.02162717,False,False,False
3,S001;S002;S004;S005;S009;S010;S011;S012;S013;S014 | S003;S007;S015 | S006;S008,"[5, 4, 4, 6, 7, 6, 4, 4]","[1, 2, 2, 0, 3, 2, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.7046806327016142, 0.6471112551502188, 0.49056462541490237, 0.6114989334317055]",0.7046806327016142,145778876.01143172,False,False,False
3,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S006;S008,"[5, 4, 4, 6, 7, 6, 4, 4]","[1, 2, 2, 0, 3, 2, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.6412532372206262, 0.6073993617032639, 0.49056462541490237, 0.5876955803732078]",0.6412532372206262,139938603.47516865,False,False,False
3,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S015 | S006;S008;S011,"[5, 5, 4, 6, 8, 6, 4, 4]","[1, 3, 2, 0, 4, 2, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.631613442453724, 0.5777603945531419, 0.49056462541490237, 0.5769012091294011]",0.631613442453724,131877657.74891908,False,False,False
3,S001;S002;S004;S005;S009;S011;S012;S013 | S003;S007;S010;S014;S015 | S006;S008,"[5, 4, 4, 6, 5, 6, 3, 4]","[1, 2, 2, 0, 1, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5821426032445305, 0.5497827752574949, 0.49755452792127053, 0.5211426628912632]",0.5821426032445305,225689289.95923263,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S010;S011;S014;S015 | S006;S008,"[5, 4, 4, 6, 6, 6, 3, 4]","[1, 2, 2, 0, 2, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5287983385979066, 0.529584680009575, 0.49755452792127053, 0.5036084244162868]",0.529584680009575,210270218.36139426,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S010;S014;S015 | S006;S008;S011,"[5, 5, 4, 6, 6, 6, 3, 4]","[1, 3, 2, 0, 2, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5042857654356468, 0.48096165084102976, 0.49755452792127053, 0.48555333880021184]",0.5042857654356468,212615538.96639872,False,False,False
3,S001;S002;S004;S005;S009;S011;S012;S013 | S003;S007;S015 | S006;S008;S010;S014,"[5, 6, 4, 6, 7, 6, 3, 4]","[1, 4, 2, 0, 3, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.5606689427790174, 0.4491472574645336, 0.31022917920375265, 0.46811181193588713]",0.5606689427790174,169466091.95412886,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S011;S015 | S006;S008;S010;S014,"[5, 6, 4, 6, 7, 6, 3, 4]","[1, 4, 2, 0, 3, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.4919694702553476, 0.40733669068859707, 0.31022917920375265, 0.4425744325012149]",0.4919694702553476,164453286.6875445,False,False,False
3,S001;S002;S004;S005;S009;S012;S013 | S003;S007;S015 | S006;S008;S010;S011;S014,"[5, 6, 4, 6, 8, 6, 3, 4]","[1, 4, 2, 0, 4, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]","[0.4927648143190009, 0.38053275960893646, 0.31022917920375265, 0.43426875139286836]",0.4927648143190009,158373839.2553107,False,False,False
