随机种子,迭代次数,及时性损失（加权s）,运输完成时间（s）,总能耗（kWh）,架次数,多点架次数,是否选用
20260924,2000,0.0,8220.902496809533,69.39900399938087,23,1,False
20260925,2000,12136.592892598874,8667.659233989236,61.70091602362269,19,2,False
20260926,2000,0.0,8577.125550235502,65.20658604785585,23,0,False
20260927,2000,0.0,8003.278303575325,67.4414221399822,23,1,True
20260928,2000,0.0,8357.181406931359,68.01982643652782,23,2,False
