candidate_id,target_label,row,col,lon,lat,ground_elevation_m,height_agl_m,alt_m,coverage_mask,representative_minimum_margin_db,representative_backhaul_margin_db
MC-early-R0615C0836H300,early,615,836,109.26513888888888,23.05375,304.86138916015625,300.0,604.8613891601562,455,9.953055087607353,10.186802764371379
MC-early-R0715C0611H200,early,715,611,109.20263888888888,23.025972222222222,389.8036804199219,200.0,589.8036804199219,56,15.046884759790231,15.046884759790231
MC-middle-R0650C0869H300,middle,650,869,109.27430555555556,23.044027777777778,376.9525146484375,300.0,676.9525146484375,63,5.416223853671539,10.43231601465176
MC-middle-R0680C0544H300,middle,680,544,109.18402777777779,23.035694444444445,400.0072326660156,300.0,700.0072326660156,4032,10.839522632136365,10.839522632136365
