trip_id,drone_id,time_seconds,phase,lon,lat,alt_m,distance_3d_km,terrain_obstructed,fspl_db,obstruction_loss_db,path_loss_db,bidirectional_loss_limit_db,margin_db,available
Q2-001,U07,510.0,climb,109.2308517,23.0085095,127.7,0.019999999999999987,True,66.07482474751174,10.0,76.07482474751174,122.0,45.92517525248826,True
Q2-001,U07,511.0,climb,109.2308517,23.0085095,130.20000000000002,0.01749999999999997,False,64.91498580795799,0.0,64.91498580795799,122.0,57.08501419204201,True
Q2-001,U07,512.0,climb,109.2308517,23.0085095,132.70000000000002,0.014999999999999972,False,63.57605001534573,0.0,63.57605001534573,122.0,58.42394998465427,True
Q2-001,U07,513.0,climb,109.2308517,23.0085095,135.2,0.0125,False,61.99242509439325,0.0,61.99242509439325,122.0,60.00757490560675,True
Q2-001,U07,514.0,climb,109.2308517,23.0085095,137.70000000000002,0.00999999999999997,False,60.05422483423209,0.0,60.05422483423209,122.0,61.94577516576791,True
Q2-001,U07,515.0,climb,109.2308517,23.0085095,140.2,0.0075,False,57.55545010206612,0.0,57.55545010206612,122.0,64.44454989793388,True
Q2-001,U07,516.0,climb,109.2308517,23.0085095,142.7,0.005,False,54.03362492095249,0.0,54.03362492095249,122.0,67.96637507904751,True
Q2-001,U07,517.0,climb,109.2308517,23.0085095,145.2,0.0025,False,48.013025007672866,0.0,48.013025007672866,122.0,73.98697499232713,True
Q2-001,U07,518.0,climb,109.2308517,23.0085095,147.70000000000002,2.842170943040401e-17,False,-230.87277126335096,0.0,-230.87277126335096,122.0,352.87277126335096,True
Q2-001,U07,519.0,climb,109.2308517,23.0085095,150.2,0.0025,False,48.013025007672866,0.0,48.013025007672866,122.0,73.98697499232713,True
Q2-001,U07,520.0,climb,109.2308517,23.0085095,152.7,0.005,False,54.03362492095249,0.0,54.03362492095249,122.0,67.96637507904751,True
Q2-001,U07,521.0,climb,109.2308517,23.0085095,155.2,0.0075,False,57.55545010206612,0.0,57.55545010206612,122.0,64.44454989793388,True
Q2-001,U07,522.0,climb,109.2308517,23.0085095,157.7,0.01,False,60.054224834232116,0.0,60.054224834232116,122.0,61.945775165767884,True
Q2-001,U07,523.0,climb,109.2308517,23.0085095,160.2,0.0125,False,61.99242509439325,0.0,61.99242509439325,122.0,60.00757490560675,True
